"KNOW","GEND","ETHN","ORG","TEAM","EXP","EXPSH","GNRL","GEO","OUT"
0.004254871,0.04882796,0.04941561,0.036697002,0.186605497,0.040667416,0.507360566,0.011294734,0,0
0.033096357,0.04882796,0.04941561,0.019417107,0.011930458,0.068935855,0.049858773,0.00159591,0,0.171550509
0.000457966,0.04882796,0.992182964,0.007366108,0.813394503,0.026417967,0.049858773,0.000232031,0.163874681,0.001077985
0.988553077,0.04882796,0.04941561,0.019417107,0.999364903,0.093760803,0.147224091,0.589177493,0.946893064,0.521317061
0.014892355,0.04882796,0.999819238,0.123571694,0.011930458,0.036532291,0.049858773,0.049110175,0.997237569,0.183590964
0.043163396,0.04882796,0.999819238,0.019417107,0.011930458,0.036532291,0.049858773,0.68761845,0.997237569,0.000474554
0.000457966,0.04882796,0.04941561,0.019417107,0.011930458,0.036532291,0.507360566,0.00024589,0.409414177,0.006799452
0.142135283,0.04882796,0.04941561,0.010187919,0.186605497,0.567617593,0.124006993,0.03797661,0.984561222,0.000795579
0.957672344,0.04882796,0.04941561,0.998965002,0.186605497,0.994400907,0.049858773,0.924361717,0.193159437,0.000118309
0.652805639,0.04882796,0.04941561,0.50049074,0.011930458,0.355355638,0.049858773,0.127908363,0.000651813,0.003091357
0.948410458,0.04882796,0.04941561,0.019417107,0.999364903,0.045248618,0.049858773,0.458187004,0,0.007555385
0.830322402,0.04882796,0.950535193,0.620742933,0.813394503,0.080479188,0.188647541,0.967402375,0.994286722,0
0.112568906,0.04882796,0.992182964,0.036697002,0.186605497,0.040667416,0.124006993,0.803129593,0.997237569,0.370850516
0.139847091,0.04882796,0.999819238,0.50049074,0.011930458,0.282889204,0.049858773,0.304076824,0.000566716,0.863285384
0.503336271,0.04882796,0.04941561,0.010187919,0.186605497,0.435121745,0.049858773,0.205063805,0.133900696,0.044132683
0.273875539,0.04882796,0.04941561,0.123571694,0.813394503,0.594757793,1,0.464046675,0.992763872,0.284697733
0.016605784,0.04882796,0.04941561,0.036697002,0.186605497,0.032803255,0.049858773,0.017770325,0.983382815,0.003549747
0.297436622,0.04882796,0.04941561,0.123571694,0.186605497,0.076447744,0.049858773,0.143957628,0.904070517,0
0.011774768,0.04882796,0.999819238,0.019417107,0.011930458,1,0.951380221,0.019409945,0.993293906,0.00010318
0.620871308,0.04882796,0.04941561,0.997242971,0.011930458,0.993011472,0.049858773,0.965117033,0.992143972,0
0.410843978,0.04882796,0.950535193,0.813692265,0.813394503,0.282889204,0.049858773,0.010088962,0.289623911,0.000582886
0.000457966,0.04882796,0.04941561,0.002773267,0.813394503,0.026417967,0.049858773,0.000232031,0.993370663,0
0.924000457,0.04882796,0.04941561,0.837230236,0.186605497,0.762129808,0.276353107,0.156360589,0.385657086,0.002654677
0.916334726,0.04882796,0.992182964,0.123571694,0.186605497,0.076447744,0.049858773,0.219007053,0.986646561,0.001011042
0.575894518,0.04882796,0.04941561,0.019417107,0.813394503,0.126312799,0.276353107,0.153652564,0.99329701,0.012197614
0.636411922,0.995145058,0.04941561,0.581545936,0.186605497,0.062112455,0.049858773,0.987279419,0.993516142,0.016985376
0.218471064,0.995145058,0.04941561,0.010187919,0.186605497,0.040667416,0.049858773,0.961813803,0.140751079,0.023488582
0.000457966,0.04882796,0.04941561,0.019417107,0.011930458,0.026417967,0.049858773,0.000232031,0.997237569,0.019107551
0.38750543,0.04882796,0.04941561,0.342900789,0.186605497,0.239898037,0.049858773,0.310180259,0.997237569,0.018713167
0.024045943,0.04882796,0.04941561,0.019417107,0.011930458,0.050318824,0.049858773,0.078748347,0.195128115,0.783562118
0.007931798,0.04882796,0.04941561,0.019417107,0.011930458,0.036532291,0.049858773,0.009047949,0.33315155,0.000318191
0.008876741,0.04882796,0.04941561,0.123571694,0.011930458,0.068935855,0.049858773,0.006378527,0.965396254,0.003531487
0.285402804,0.04882796,0.04941561,0.007366108,0.813394503,0.036532291,0.124006993,0.013850105,0,0
0.120030728,0.04882796,0.950535193,0.007366108,0.813394503,0.621330911,0.188647541,0.004074501,0.992796026,0.738165014
0.998322005,0.04882796,0.860960099,0.927829062,0.988069542,0.523404557,0.113622664,0.885871546,0.120066408,0.006693284
0.836582169,0.04882796,0.04941561,0.007366108,0.813394503,0.168070283,0.079349513,0.507402284,0.993492056,0.983488861
0.628324936,0.04882796,0.04941561,0.019417107,0.813394503,0.080479188,0.922951638,0.498679864,0.991746604,0.506008997
0.008929652,0.04882796,0.04941561,0.123571694,0.011930458,0.050318824,0.507360566,0.751200837,0.995805486,0.574235184
0.06951021,0.04882796,0.999819238,0.992676826,0.011930458,0.567617593,0.507360566,0.054149212,0.989931138,0.016732944
0.001301104,0.04882796,0.04941561,0.123571694,0.011930458,0.093760803,0.997317506,0.043441611,0.997237569,0.051106005
0.045255712,0.04882796,0.04941561,0.123571694,0.186605497,0.062112455,0.049858773,0.012137999,0.992660247,0.001531576
0.152768681,0.04882796,0.04941561,0.019417107,0.813394503,0.080479188,0.079349513,0.016440619,0.727280785,0.963702674
0.000457966,0.04882796,0.992182964,0.010187919,0.186605497,0.026417967,0.049858773,0.000232031,0.990983828,0.068035748
0.029940898,0.04882796,0.04941561,0.50049074,0.011930458,0.126312799,0.507360566,0.213809457,0.99208178,0
0.056007001,0.04882796,0.04941561,0.50049074,0.011930458,0.282889204,0.049858773,0.274070642,0.997237569,0.14957012
0.452919627,0.04882796,0.999819238,0.50049074,0.011930458,0.068935855,0.049858773,0.92275816,0.997237569,0.010456374
0.000457966,0.04882796,0.04941561,0.019417107,0.011930458,0.026417967,0.049858773,0.000556509,0.983238218,0.153555084
0.000457966,0.04882796,0.999819238,0.019417107,0.011930458,0.026417967,0.049858773,0.000232031,0.001071943,0
0.000457966,0.04882796,0.04941561,0.007366108,0.813394503,0.026417967,0.049858773,0.000232031,0.994598453,0.013459926
0.114916816,0.04882796,0.04941561,0.010187919,0.186605497,0.032803255,0.049858773,0.898480491,0.997237569,0
0.051571195,0.998039114,0.04941561,0.50049074,0.011930458,0.355355638,0.951380221,0.933315232,0.955927352,0.387732804
0.109071254,0.04882796,0.860960099,0.028487165,0.988069542,0.168070283,0.507360566,0.081010716,0.997237569,0.000252539
0.000457966,0.04882796,0.04941561,0.019417107,0.011930458,0.026417967,0.049858773,0.000232031,0.409414177,0.000737462
0.412390601,0.04882796,0.04941561,0.123571694,0.011930458,0.355355638,0.049858773,0.023837689,0.484176433,0.000719728
0.017562486,0.04882796,0.04941561,0.50049074,0.011930458,0.833483416,0.507360566,0.741437178,0.997237569,0.000107879
0.000457966,0.04882796,0.04941561,0.019417107,0.011930458,0.026417967,0.049858773,0.000232031,0.997237569,0.001305396
1,0.836515632,0.04941561,0.123571694,1,0.168070283,0.067330867,0.954937017,0.997237569,0.95825233
0.863713649,0.04882796,0.04941561,0.950093158,0.186605497,0.330237411,0.507360566,0.915719631,0.050213298,0.000115916
0.000457966,0.04882796,0.04941561,0.019417107,0.011930458,0.026417967,0.049858773,0.000232031,0.997237569,0.670051802
0.003049654,0.04882796,0.04941561,0.123571694,0.011930458,0.036532291,0.049858773,0.001204101,0.980423795,0
0.756680064,0.964013341,0.860960099,0.006061197,0.988069542,0.402556923,0.188647541,0.467445699,0.979485826,0.985778603
0.198173567,0.04882796,0.04941561,0.727790773,0.011930458,0.126312799,0.049858773,0.918398626,0.997237569,0
0.013815581,0.04882796,0.04941561,0.123571694,0.011930458,0.093760803,0.507360566,0.008330223,0,0.110358078
0.540659531,0.04882796,0.04941561,0.950093158,0.011930458,0.621330911,0.049858773,0.963515821,0.281075106,0.67556361
0.898230737,0.04882796,0.04941561,0.581545936,0.186605497,0.139142634,0.049858773,0.409592543,0,0.066662034
0.997786279,0.04882796,0.04941561,0.01319565,0.988069542,0.728285435,0.507360566,0.392959962,0.994015454,0.726088318
0.013471331,0.04882796,0.04941561,0.010187919,0.186605497,0.062112455,0.733200948,0.026458711,0.991422817,0.169559174
0.000457966,0.998039114,0.04941561,0.019417107,0.011930458,0.026417967,0.049858773,0.000232031,0.989382872,0.003365951
0.008736501,0.04882796,0.04941561,0.123571694,0.011930458,0.036532291,0.049858773,0.011542009,0.634049897,0.104589495
0.002506603,0.04882796,0.04941561,0.123571694,0.011930458,0.093760803,0.507360566,0.004965851,0.997237569,0.009057251
0.007805793,0.04882796,0.04941561,0.123571694,0.011930458,0.126312799,0.951380221,0.008356731,0,0.3556915
0.000457966,0.998039114,0.04941561,0.002773267,0.011930458,0.026417967,0.049858773,0.000232031,0.997237569,0.932582494
0.044531567,0.04882796,0.04941561,0.50049074,0.011930458,0.168070283,0.049858773,0.228780242,0.001396292,0.007755041
0.050669765,0.04882796,0.04941561,0.007366108,0.813394503,0.050318824,0.507360566,0.048467636,0,0.018568004
0.033987013,0.04882796,0.04941561,0.007366108,0.813394503,0.031079321,0.049858773,0.056202863,0,0.006957265
0.000457966,0.04882796,0.04941561,0.007366108,0.813394503,0.031079321,0.507360566,0.000252454,0.993370663,0.015811277
0.003463283,0.04882796,0.04941561,0.010187919,0.186605497,0.032803255,0.124006993,0.000949875,0.994678666,0.018921322
0.001933031,0.04882796,0.04941561,0.123571694,0.011930458,0.126312799,0.951380221,0.003762,0.997237569,0.01254243
0.137286828,0.995145058,0.992182964,0.010187919,0.186605497,0.062112455,0.049858773,0.667557707,0.997237569,0.012265211
0.000457966,0.04882796,0.04941561,0.010187919,0.186605497,0.026417967,0.049858773,0.000232031,0,0.070006476
0.998862526,0.886901167,0.04941561,0.025541684,1,0.48256032,0.096340671,0.107572256,0.997237569,0.007619117
0.022917151,0.04882796,0.999819238,0.019417107,0.011930458,0.168070283,0.049858773,0.016657368,0.994619782,0.971762038
0.198235297,0.998039114,0.04941561,0.019417107,0.011930458,0.862187946,0.951380221,0.968957037,0.997237569,0.821275022
0.120155208,0.995145058,0.04941561,0.036697002,0.186605497,0.040667416,0.049858773,0.034727339,0.106680678,0.340236828
0.802922847,0.04882796,0.04941561,0.50049074,0.011930458,0.924335998,0.049858773,0.216417241,0.997237569,0.017776701
0.006455317,0.04882796,0.04941561,0.123571694,0.011930458,0.126312799,0.507360566,0.022906961,0.992913515,0.013669244
0.574969191,0.04882796,0.04941561,0.123571694,0.813394503,0.10897454,0.049858773,0.142542042,0.984759701,0.07664976
0.990292847,0.04882796,0.992182964,0.877064669,0.813394503,0.512266034,0.049858773,0.98224534,0,0.000909436
0.007757793,0.04882796,0.04941561,0.123571694,0.011930458,0.093760803,0.049858773,0.00433096,0.993503831,0.001367322
0.017755203,0.04882796,0.04941561,0.019417107,0.011930458,0.068935855,0.049858773,0.011245873,0.208595319,0.710301451
0.050971368,0.04882796,0.04941561,0.036697002,0.186605497,0.032803255,0.049858773,0.27222528,0.997237569,0.032127471
0.049975996,0.04882796,0.999819238,0.999854513,0.011930458,0.719367873,0.951380221,0.063855143,0.363597633,0.010146994
0.273418082,0.04882796,0.04941561,0.123571694,0.011930458,0.068935855,0.049858773,0.967019754,0.008622384,0.025105519
0.089137468,0.04882796,0.992182964,0.010187919,0.186605497,0.924335998,0.99899303,0.397666081,0.994619782,0.991808704
0.000457966,0.04882796,0.04941561,0.019417107,0.011930458,0.026417967,0.049858773,0.000232031,0.986252957,0.679748962
0.783433571,0.04882796,0.04941561,0.581545936,0.186605497,0.811809332,0.951380221,0.935723784,0.1485329,0.351333883
0.454760957,0.04882796,0.04941561,0.273377444,0.813394503,0.080479188,0.079349513,0.909438724,0.002844627,0.000197693
0.000457966,0.985045072,0.950535193,0.007366108,0.813394503,0.026417967,0.049858773,0.000232031,0,0.304280796
0.066682609,0.04882796,0.04941561,0.036697002,0.186605497,0.050318824,0.049858773,0.050214006,0.995739751,0.165304928
0.026676431,0.04882796,0.04941561,0.036697002,0.186605497,0.062112455,0.049858773,0.004951246,0.940908571,0.001686436
0.000457966,0.04882796,0.04941561,0.123571694,0.186605497,0.026417967,0.049858773,0.000232031,0.018162597,0.012299199
0.04223233,0.04882796,0.04941561,0.010187919,0.186605497,0.032803255,0.049858773,0.175833725,0,0.001342491
0.033399117,0.04882796,0.04941561,0.50049074,0.011930458,0.050318824,0.049858773,0.988164822,0.343119997,0.013959228
0.400027572,0.04882796,0.04941561,0.010187919,0.186605497,0.201603546,0.049858773,0.05266788,0.984843892,0.935076437
0.209580309,0.04882796,0.04941561,0.123571694,0.186605497,0.040667416,0.049858773,0.182701659,0.997237569,0.578832483
0.002993277,0.04882796,0.04941561,0.123571694,0.011930458,0.282889204,0.999858456,0.014997135,0.056817763,0.617944249
0.083637376,0.04882796,0.04941561,0.019417107,0.011930458,0.036532291,0.049858773,0.984121561,0.914628656,0.90006111
0.201049826,0.04882796,0.999819238,0.50049074,0.011930458,0.282889204,0.049858773,0.973426837,0,0.552644413
0.002805801,0.04882796,0.04941561,0.019417107,0.011930458,0.036532291,0.049858773,0.001046851,0.369637654,0.282288797
0.000457966,0.985045072,0.950535193,0.007366108,0.813394503,0.031079321,0.507360566,0.000258567,0.335803755,0.148779399
0.353180414,0.04882796,0.04941561,0.50049074,0.011930458,0.093760803,0.049858773,0.016987634,0.93379415,0.612126703
0.920276416,0.04882796,0.04941561,0.877064669,0.813394503,0.98785734,0.079349513,0.155931564,0.992859824,0.009468141
0.129433938,0.04882796,0.999819238,0.992676826,0.011930458,0.512266034,0.049858773,0.046317449,0.989931138,0.196204211
0.294899021,0.04882796,0.04941561,0.036697002,0.186605497,0.076447744,0.124006993,0.038737049,0.351577258,0.13580646
0.036603227,0.04882796,0.04941561,0.123571694,0.011930458,0.093760803,0.507360566,0.051497011,0.997237569,0.002680667
0.0714192,0.04882796,0.992182964,0.342900789,0.186605497,0.282889204,0.733200948,0.126417612,0.202710484,0.002280441
0.569254454,0.04882796,0.04941561,0.727790773,0.011930458,0.567617593,0.049858773,0.205453701,0.996207868,0.004717305
0.000457966,0.04882796,0.04941561,0.019417107,0.011930458,0.026417967,0.049858773,0.000232031,0.990439684,0.996029965
0.159225279,0.930710152,0.04941561,0.00532167,0.999364903,0.029443228,0.049858773,0.757526759,0,0.003838751
0.004775334,0.04882796,0.04941561,0.123571694,0.011930458,0.068935855,0.049858773,0.005120405,0.997237569,0.000658933
0.011688597,0.04882796,0.950535193,0.019417107,0.813394503,0.058942081,0.627190842,0.003288444,0.994637352,0.040202064
0.622359894,0.04882796,0.992182964,0.036697002,0.186605497,0.050318824,0.049858773,0.131313821,0.997237569,0.000552582
0.084215158,0.04882796,0.04941561,0.727790773,0.011930458,0.068935855,0.049858773,0.354304921,0.997237569,0.209009344
0.9799511,0.04882796,0.04941561,0.950093158,0.186605497,0.704115598,0.049858773,0.994456383,0.997237569,0.005847788
0.161810861,0.04882796,0.04941561,0.50049074,0.011930458,0.168070283,0.507360566,0.794257824,0.991015175,0.503151833
0.217729534,0.995145058,0.04941561,0.581545936,0.186605497,0.435121745,0.276353107,0.298254726,0.092388831,0.001131219
0.000457966,0.04882796,0.04941561,0.019417107,0.011930458,0.026417967,0.049858773,0.000232031,0,0.117719481
0.000457966,0.04882796,0.04941561,0.010187919,0.186605497,0.026417967,0.049858773,0.000232031,0.405738573,0.027204972
0.113347536,0.04882796,0.04941561,0.50049074,0.011930458,0.512266034,0.049858773,0.952050346,0.981836209,0.000165354
0.006067836,0.04882796,0.629218712,0.004849075,1,0.028991316,0.049858773,0.00138249,0,0.013101468
0.000457966,0.04882796,0.04941561,0.019417107,0.011930458,0.026417967,0.049858773,0.000232031,0.995082059,0.134477804
0.099748241,0.995145058,0.04941561,0.036697002,0.186605497,0.032803255,0.049858773,0.823236315,0.013152717,0.000367289
0.010758107,0.04882796,0.04941561,0.123571694,0.011930458,0.068935855,0.507360566,0.889036529,0.481864407,0.604811874
0.000457966,0.04882796,0.992182964,0.010187919,0.186605497,0.032803255,0.507360566,0.000249548,0.990983828,0.05172253
0.037079357,0.04882796,0.04941561,0.727790773,0.011930458,0.282889204,0.049858773,0.05892985,0.495028272,0.738082471
0.993635997,0.04882796,0.04941561,0.968845358,0.813394503,0.999244298,0.124006993,0.995100572,0.995878624,0.252323713
0.999785328,0.04882796,0.04941561,0.036697002,0.999364903,0.886617441,0.104004674,0.967378946,0.980413506,0.522290882
0.142574367,0.04882796,0.04941561,0.019417107,0.011930458,0.036532291,0.049858773,0.999209104,0.977958128,0.777477511
0.469735094,0.04882796,0.04941561,0.019417107,0.011930458,0.762129808,0.507360566,0.975585551,0.997237569,0.578955391
1,0.886901167,0.961775087,0.535483834,1,0.323227732,0.199737353,0.974693527,0.994043759,0.157498068
0.455319402,0.04882796,0.950535193,0.019417107,0.813394503,0.042899643,0.079349513,0.976015254,0.992859701,0.008745351
0.999690041,0.04882796,0.04941561,0.050186811,1,0.050318824,0.055143821,0.977697956,0.997087712,0.983015097
0.395452953,0.04882796,0.04941561,0.877064669,0.011930458,1,0.049858773,0.074832586,0.997237569,0.6557321
0.739086586,0.04882796,0.04941561,0.727790773,0.186605497,0.603685812,0.124006993,0.202405314,0.989331469,0.001874985
0.830104618,0.04882796,0.04941561,0.123571694,0.186605497,0.201603546,0.124006993,0.851733529,0.992914655,0.221282034
0.975213008,0.04882796,0.04941561,0.123571694,0.988069542,0.340178521,0.433411191,0.20332601,0.984759701,0.000925766
0.683334946,0.04882796,0.04941561,0.050186811,0.813394503,0.036532291,0.049858773,0.99706557,0.990338924,0.054392181
0.10113931,0.04882796,0.999819238,0.019417107,0.011930458,0.036532291,0.049858773,0.994313776,0.997237569,0.004259625
0.663076923,0.995145058,0.04941561,0.123571694,0.186605497,0.050318824,0.049858773,0.99269755,0,0.000315054
0.018500426,0.04882796,0.999819238,0.50049074,0.011930458,0.050318824,0.049858773,0.157611051,0.013597981,0.021054216
0.510549246,0.04882796,0.04941561,0.008465447,1,0.028991316,0.049858773,0.999320878,0.997237569,0.036213199
0.355177383,0.04882796,0.950535193,0.123571694,0.813394503,0.068935855,0.276353107,0.041332124,0,0.00320174
0.056519196,0.998039114,0.999819238,0.50049074,0.011930458,0.672224769,0.049858773,0.243298561,0.981439611,0.107736514
0.000457966,0.04882796,0.04941561,0.019417107,0.011930458,0.026417967,0.049858773,0.000232031,0.997237569,0
0.000457966,0.04882796,0.04941561,0.019417107,0.011930458,0.026417967,0.049858773,0.000232031,0.996317391,0.005729435
